air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,garden,house_id,house_type,m2_real,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,city,apartment,house,lux_property,rural_property
1,0,4,1,0,1,82561041,house,3000,199000,0,6,1,1,1,alicante,0,1,0,0
0,0,2,1,0,0,84416590,apartment,140,147000,0,3,1,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778809,apartment,110,129000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,38089497,house,109,59490,0,3,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,84168376,apartment,147,109500,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84239457,apartment,152,81000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84339349,apartment,175,93000,0,3,0,0,0,alicante,1,0,0,0
0,1,3,0,0,1,371057,house,1300,220000,0,4,1,0,1,alicante,0,1,0,0
0,0,3,0,0,0,84971413,house,350,305000,0,5,1,1,1,alicante,0,1,0,0
1,1,2,1,0,1,358374,apartment,108,139000,1,4,1,0,0,alicante,1,0,0,0
1,0,2,1,0,0,30834749,apartment,110,75000,0,3,0,0,1,alicante,1,0,0,0
1,0,2,0,0,1,34996927,house,13000,125000,0,3,1,1,0,alicante,0,1,0,0
0,0,2,0,0,0,82853113,house,180,45000,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,1,0,84419541,rural_property,62000,150000,0,3,1,0,0,alicante,0,0,0,1
0,0,2,0,0,0,84827270,apartment,85,24000,0,4,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84827277,apartment,78,25000,0,4,0,0,0,alicante,1,0,0,0
1,0,2,0,0,0,37928634,house,289,98000,0,5,1,0,1,alicante,0,1,0,0
0,0,3,0,0,0,84903698,apartment,220,120000,0,5,1,0,0,alicante,1,0,0,0
0,0,5,0,0,0,84903457,house,500000,200000,0,5,0,0,0,alicante,0,1,0,0
0,1,4,1,0,1,39283302,house,290,250000,0,3,1,1,1,alicante,0,1,0,0
0,1,2,1,0,0,83185594,apartment,115,120000,1,3,0,0,1,alicante,1,0,0,0
0,0,1,0,1,1,84541853,rural_property,14000,200000,0,5,0,0,0,alicante,0,0,0,1
0,0,2,0,0,0,84779924,house,256,188600,0,7,0,1,0,alicante,0,1,0,0
1,1,7,1,0,1,26176721,house,1800,2500000,0,6,1,1,1,alicante,0,1,0,0
0,0,4,1,0,1,784012,house,2000,206000,0,10,1,1,1,alicante,0,1,0,0
0,0,3,0,0,0,34947042,house,108,125000,0,8,1,0,1,alicante,0,1,0,0
1,1,2,0,0,1,83821974,house,5428,169000,0,3,1,1,1,alicante,0,1,0,0
0,0,2,0,0,0,82984437,apartment,90,115000,1,3,0,0,0,alicante,1,0,0,0
1,1,2,0,0,0,82985316,apartment,95,110000,0,4,1,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84127236,apartment,114,38000,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84127465,apartment,93,32200,0,3,0,0,0,alicante,1,0,0,0
1,0,2,1,0,1,36122313,house,4800,390000,0,3,1,1,1,alicante,0,1,0,0
1,0,2,0,0,1,37661192,house,11280,322400,0,3,1,1,1,alicante,0,1,0,0
1,0,1,1,0,0,39354751,house,5100,150000,0,3,1,1,0,alicante,0,1,0,0
0,0,1,0,0,0,40261318,apartment,70,31800,0,3,0,0,0,alicante,1,0,0,0
1,1,4,0,0,1,81675595,house,10100,350000,0,4,1,1,1,alicante,0,1,0,0
1,1,2,1,0,0,81790653,apartment,140,75000,1,3,0,0,1,alicante,1,0,0,0
0,0,2,1,0,0,33997008,apartment,130,195000,0,3,1,0,1,alicante,1,0,0,0
0,0,2,1,0,1,35484875,house,900,150000,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,37171213,house,65,55000,0,3,1,0,1,alicante,0,1,0,0
0,0,1,1,0,0,82314378,apartment,130,60000,0,3,0,0,1,alicante,1,0,0,0
0,0,2,0,0,0,84011472,apartment,115,81500,0,4,0,0,0,alicante,1,0,0,0
1,1,11,1,1,1,40492587,rural_property,7000,995000,1,10,1,1,1,alicante,0,0,0,1
0,0,1,0,0,0,81859063,house,114,27400,0,4,1,0,0,alicante,0,1,0,0
0,0,2,0,0,0,82026157,apartment,112,40250,0,4,0,0,1,alicante,1,0,0,0
0,0,2,0,0,0,82234861,apartment,132,30500,0,4,0,0,1,alicante,1,0,0,0
1,1,14,1,1,1,40418517,rural_property,7000,995000,1,14,1,1,1,alicante,0,0,0,1
0,0,1,0,0,0,84903746,house,11984,68000,0,1,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,84903323,house,95027,340000,0,4,0,1,0,alicante,0,1,0,0
0,0,1,1,0,0,84609968,apartment,73,55000,1,1,0,0,1,alicante,1,0,0,0
0,0,3,0,0,1,35691349,house,2430,295000,0,4,1,1,1,alicante,0,1,0,0
0,1,2,0,0,0,83113615,house,80,105000,0,5,1,0,0,alicante,0,1,0,0
1,0,2,1,0,0,82853529,house,253,225000,0,3,0,0,1,alicante,0,1,0,0
0,0,2,1,0,0,38651830,apartment,96,69900,0,3,0,0,0,alicante,1,0,0,0
0,1,2,1,0,0,38651831,apartment,108,75000,0,3,0,0,1,alicante,1,0,0,0
0,0,2,0,0,0,84481411,house,170,68000,0,3,0,0,1,alicante,0,1,0,0
0,0,0,0,0,0,81328628,apartment,120,42000,0,0,0,0,0,alicante,1,0,0,0
0,1,2,0,0,0,40161647,apartment,144,74000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,1,0,0,83308528,apartment,106,110000,0,3,0,0,0,alicante,1,0,0,0
1,1,2,1,0,0,84287650,house,185,96000,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,1,1,84960675,rural_property,13700,45000,0,2,1,0,1,alicante,0,0,0,1
0,0,2,1,0,0,38363340,apartment,115,81500,0,4,0,0,0,alicante,1,0,0,0
0,0,1,1,0,0,81641454,apartment,77,54000,0,2,0,0,0,alicante,1,0,0,0
0,0,2,1,0,0,81641484,apartment,89,61000,0,3,0,0,0,alicante,1,0,0,0
1,1,1,1,0,1,84497013,house,3500,135000,1,4,1,1,1,alicante,0,1,0,0
1,0,4,0,0,1,84815284,house,900,295000,0,5,1,1,1,alicante,0,1,0,0
1,0,3,1,0,1,82600811,house,710,190000,0,5,1,0,1,alicante,0,1,0,0
0,0,2,1,0,1,84991941,house,1500,300000,0,3,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,37827523,apartment,94,30600,0,3,0,0,0,alicante,1,0,0,0
0,0,1,1,0,0,37829895,apartment,99,35000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,37823081,rural_property,129,78200,0,5,0,0,0,alicante,0,0,0,1
1,0,2,1,0,1,84945384,house,10000,150000,0,3,1,1,1,alicante,0,1,0,0
1,0,2,1,0,1,84945148,house,6500,145000,0,3,0,0,1,alicante,0,1,0,0
1,0,1,1,0,1,84945105,house,11300,120000,0,2,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,30505398,house,83,70000,0,3,0,0,0,alicante,0,1,0,0
0,0,3,1,1,0,39191176,house,350,130000,0,4,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,39271292,apartment,122,165000,0,3,0,0,1,alicante,1,0,0,0
0,0,2,1,0,0,83386329,apartment,105,99900,0,4,0,0,0,alicante,1,0,0,0
1,0,2,0,0,0,83792941,apartment,140,89990,0,4,0,0,0,alicante,1,0,0,0
1,1,1,1,0,0,83948049,apartment,73,39900,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84925337,apartment,110,23000,0,4,0,0,1,alicante,1,0,0,0
1,1,2,1,0,0,84790561,house,241,119000,0,5,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,85062870,house,92,55000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,1,0,0,84698355,house,145,78000,0,3,1,0,1,alicante,0,1,0,0
1,1,12,1,1,1,84701801,lux_property,7800,925000,0,10,1,1,1,alicante,0,0,1,0
0,0,1,0,0,0,34912988,house,67,29000,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,85039845,apartment,73,78000,0,1,1,0,0,alicante,1,0,0,0
1,0,4,1,0,1,37795903,house,9200,950000,0,5,1,1,1,alicante,0,1,0,0
0,0,5,1,0,0,26183722,house,440,500000,0,9,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,597065,house,300,200000,0,2,0,0,1,alicante,0,1,0,0
0,0,1,0,0,1,84290715,house,80,85000,0,2,0,0,1,alicante,0,1,0,0
0,0,2,0,0,0,84778624,apartment,130,140000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778677,apartment,131,38000,0,4,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,36691381,house,100,48000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,40000451,apartment,154,135000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778643,apartment,131,110000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778696,apartment,131,83000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778813,apartment,121,110000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778802,apartment,146,67500,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84778791,house,168,105000,0,4,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,39820140,apartment,92,98000,0,2,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,39656864,apartment,90,30000,0,3,0,0,0,alicante,1,0,0,0
1,0,1,1,0,0,84903956,apartment,82,75000,0,2,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84903964,apartment,140,31000,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84778830,house,119,10000,0,3,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,84971501,apartment,121,53000,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84995003,apartment,85,42000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84994997,apartment,119,95000,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,1,84903970,house,7200,126500,0,3,0,1,0,alicante,0,1,0,0
0,0,1,0,0,0,84778777,apartment,94,38000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,40462826,house,143,150000,0,5,0,0,0,alicante,0,1,0,0
0,1,5,1,0,1,38736982,rural_property,13000,240000,0,5,1,0,1,alicante,0,0,0,1
0,0,2,0,0,0,84903984,apartment,114,141000,0,3,1,0,0,alicante,1,0,0,0
0,1,1,0,0,0,84459428,apartment,100,55000,0,3,1,0,0,alicante,1,0,0,0
1,0,1,0,0,0,84461492,house,110,38000,0,2,0,0,0,alicante,0,1,0,0
0,1,2,0,0,0,39532583,apartment,130,46000,1,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,83617044,apartment,115,61000,0,4,0,0,1,alicante,1,0,0,0
1,1,3,1,0,1,84093244,house,350,305000,0,5,1,1,1,alicante,0,1,0,0
0,1,1,0,0,0,84943948,apartment,99,38025,0,3,1,0,1,alicante,1,0,0,0
0,0,2,0,0,0,81183897,house,131,96100,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,81183899,house,131,96100,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,81183902,house,131,96100,0,3,0,0,0,alicante,0,1,0,0
1,1,2,0,0,0,84849668,apartment,105,99000,0,3,0,0,1,alicante,1,0,0,0
0,0,2,0,0,0,39373843,house,142,195000,0,4,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,84062677,house,450,136000,0,7,0,0,1,alicante,0,1,0,0
0,0,1,0,0,0,35621916,house,170,52000,0,3,0,0,0,alicante,0,1,0,0
1,0,4,1,0,1,83023106,house,309,635000,0,4,0,1,1,alicante,0,1,0,0
1,0,3,1,0,0,83027335,house,375,237000,0,4,1,0,1,alicante,0,1,0,0
1,0,2,1,0,0,83229712,apartment,180,280000,1,5,1,0,1,alicante,1,0,0,0
1,0,2,1,0,0,83416511,house,102,135000,0,6,1,0,1,alicante,0,1,0,0
0,0,2,1,0,0,83439561,apartment,140,150000,0,4,1,0,0,alicante,1,0,0,0
1,0,5,1,0,0,84963578,house,496,350000,0,5,1,0,1,alicante,0,1,0,0
1,0,2,0,0,0,84733830,apartment,90,57000,0,3,1,0,1,alicante,1,0,0,0
0,1,1,1,0,0,28473413,apartment,100,58000,0,3,1,0,1,alicante,1,0,0,0
0,0,2,0,0,0,82101515,apartment,85,70000,0,3,0,0,0,alicante,1,0,0,0
0,0,3,0,0,0,82541653,house,500,59000,0,7,0,0,0,alicante,0,1,0,0
0,0,3,0,0,1,35257827,house,220,115000,0,4,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,82548244,house,105,75000,0,2,0,0,0,alicante,0,1,0,0
0,1,1,0,0,0,39725855,apartment,103,50000,0,4,0,0,0,alicante,1,0,0,0
0,0,1,0,0,1,81254823,house,145,79900,0,2,0,0,1,alicante,0,1,0,0
0,0,1,0,0,0,81938569,apartment,45,69000,0,2,0,0,0,alicante,1,0,0,0
1,0,2,0,0,0,25275541,apartment,120,120000,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,37204320,rural_property,14000,110000,0,2,0,0,1,alicante,0,0,0,1
0,0,1,0,1,0,31380008,house,110,79000,0,3,1,0,0,alicante,0,1,0,0
0,0,3,0,1,1,31781888,rural_property,2000,165000,0,4,1,0,1,alicante,0,0,0,1
0,0,1,0,1,1,31906923,rural_property,10000,88000,1,2,1,0,1,alicante,0,0,0,1
0,0,2,0,0,0,83849796,rural_property,283,95000,0,4,0,0,0,alicante,0,0,0,1
0,0,2,0,0,0,84188677,house,10100,135000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,40244746,house,13230,200000,0,3,0,1,0,alicante,0,1,0,0
0,0,2,0,0,0,34268896,house,200,165000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,40137070,apartment,114,89600,0,3,0,0,0,alicante,1,0,0,0
0,0,2,1,0,1,30836137,house,10000,240000,0,4,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,37253154,house,350,144500,0,7,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,39787933,house,150,45000,1,5,1,0,1,alicante,0,1,0,0
0,0,2,0,0,0,82123666,apartment,228,148900,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,1,1679755,house,11000,247000,0,3,1,0,1,alicante,0,1,0,0
0,0,2,1,0,0,1823121,apartment,122,92000,0,4,1,0,1,alicante,1,0,0,0
1,0,2,1,0,1,39606336,house,3000,110000,1,2,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,81947230,apartment,96,69200,0,1,0,0,0,alicante,1,0,0,0
0,1,2,0,1,1,82081390,house,490,179000,0,10,1,0,1,alicante,0,1,0,0
0,1,1,1,0,0,82805301,house,110,85000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,82900691,apartment,120,66000,0,3,0,1,0,alicante,1,0,0,0
0,0,2,0,0,0,81493608,apartment,120,66000,0,3,0,1,0,alicante,1,0,0,0
0,0,2,0,0,0,36279568,apartment,94,60000,0,2,1,1,0,alicante,1,0,0,0
0,0,2,0,0,1,84664085,house,1230,56900,0,2,0,0,1,alicante,0,1,0,0
1,0,2,1,0,1,30190508,apartment,98,135000,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,36103731,apartment,137,112700,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84796974,apartment,75,22000,0,3,0,0,1,alicante,1,0,0,0
0,0,2,1,0,0,26098655,house,7735,142000,0,3,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,82249401,apartment,61,50903,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,83063638,house,125,58700,0,3,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,34253352,rural_property,200000,380000,0,2,0,0,0,alicante,0,0,0,1
0,0,2,0,0,0,81893384,house,125,58700,0,3,0,0,0,alicante,0,1,0,0
0,1,1,0,0,0,83846987,apartment,79,69900,0,2,0,1,1,alicante,1,0,0,0
0,0,2,0,0,0,84107560,apartment,110,70200,0,3,0,0,1,alicante,1,0,0,0
0,0,2,0,0,0,84107561,apartment,137,112700,0,3,0,0,1,alicante,1,0,0,0
0,0,4,0,1,1,35643225,rural_property,1000,346500,0,3,1,0,1,alicante,0,0,0,1
1,0,3,0,0,0,34254950,house,250,235000,0,6,0,0,1,alicante,0,1,0,0
0,0,2,0,0,0,40125483,apartment,114,89600,0,3,0,0,0,alicante,1,0,0,0
1,0,1,0,0,0,81616460,apartment,105,48000,0,3,0,0,1,alicante,1,0,0,0
0,0,3,1,0,0,82927027,house,165,120000,0,4,0,1,1,alicante,0,1,0,0
1,0,2,1,0,0,84223787,house,10,107800,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,39202348,house,46,46300,0,2,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,83252224,house,140,107800,0,3,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,36105025,apartment,110,70200,0,3,0,0,0,alicante,1,0,0,0
1,0,1,0,0,0,84310589,apartment,88,56750,0,2,0,0,0,alicante,1,0,0,0
0,0,3,1,1,1,33003019,rural_property,5000,240000,0,6,1,1,1,alicante,0,0,0,1
0,0,2,1,1,0,33233483,rural_property,80,155000,0,3,1,0,1,alicante,0,0,0,1
0,0,3,1,0,1,82823245,house,40,116900,0,3,1,1,1,alicante,0,1,0,0
0,1,1,0,1,0,39589437,house,600,120000,0,6,1,0,1,alicante,0,1,0,0
0,1,1,0,1,0,84449566,house,324,256000,0,6,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,82026129,apartment,97,37000,0,3,0,0,1,alicante,1,0,0,0
1,0,2,0,0,0,31660477,house,200,140000,0,3,1,0,1,alicante,0,1,0,0
1,0,2,1,0,1,84777604,house,90,119000,0,2,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,84473524,apartment,100,55765,0,3,0,0,0,alicante,1,0,0,0
0,0,3,1,0,1,35023063,house,10290,225000,0,3,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,38935419,apartment,111,54100,0,3,0,0,1,alicante,1,0,0,0
0,0,1,0,0,0,25438400,apartment,154,72000,0,3,0,0,0,alicante,1,0,0,0
1,0,2,0,0,0,39673329,apartment,87,66000,0,3,0,0,0,alicante,1,0,0,0
1,0,2,0,0,0,82318417,house,6300,234980,0,3,1,1,1,alicante,0,1,0,0
0,0,2,0,0,0,82799182,house,8000,219950,0,3,1,1,1,alicante,0,1,0,0
0,0,2,0,0,0,85047570,apartment,112,95000,0,3,0,0,1,alicante,1,0,0,0
0,0,1,1,0,1,81919975,house,289,145000,0,3,1,1,0,alicante,0,1,0,0
1,0,3,1,0,1,82488874,house,2300,290500,0,4,1,0,0,alicante,0,1,0,0
1,0,3,0,0,1,84239105,house,17600,360000,0,5,1,1,0,alicante,0,1,0,0
0,0,2,0,0,0,84380852,house,286,155000,0,3,1,0,0,alicante,0,1,0,0
0,0,1,0,1,0,84429960,rural_property,25000,75000,0,3,0,0,0,alicante,0,0,0,1
0,0,2,1,0,1,84168364,apartment,82,120000,0,2,0,1,1,alicante,1,0,0,0
1,1,2,1,0,0,40442318,house,130,125000,0,3,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,83920114,apartment,98,43600,0,3,0,0,0,alicante,1,0,0,0
1,1,3,1,0,0,84944871,house,425,500000,0,6,1,0,1,alicante,0,1,0,0
0,1,4,1,0,1,82102207,house,545,519900,0,6,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,83134870,apartment,99,49600,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84380857,house,10020,175000,0,3,0,0,0,alicante,0,1,0,0
0,0,3,1,0,1,81746751,house,205,205000,0,2,0,1,1,alicante,0,1,0,0
0,0,3,1,0,1,81746739,house,205,245500,0,2,0,1,1,alicante,0,1,0,0
1,1,7,1,0,1,84945003,house,1300,425000,0,9,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,40569108,apartment,87,33500,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,1,0,84315867,house,750,105000,0,4,1,0,1,alicante,0,1,0,0
1,0,2,0,0,0,40550006,house,2300,165000,0,3,0,0,1,alicante,0,1,0,0
0,0,3,1,1,1,82777495,rural_property,1,2250000,0,8,1,1,1,alicante,0,0,0,1
1,1,5,1,0,1,84740236,house,1000,995000,0,9,1,1,1,alicante,0,1,0,0
1,0,1,1,0,0,38293921,apartment,90,139000,0,2,1,0,1,alicante,1,0,0,0
1,0,1,1,0,0,38293925,apartment,90,150000,0,2,1,0,1,alicante,1,0,0,0
0,0,2,0,0,0,82059006,apartment,90,135000,0,3,0,0,1,alicante,1,0,0,0
0,0,1,0,0,0,30995538,house,70,100000,0,2,0,0,1,alicante,0,1,0,0
1,0,2,1,0,0,35725267,apartment,80,100000,0,2,0,1,1,alicante,1,0,0,0
0,0,2,0,0,1,82200613,house,120,160000,0,2,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,35081071,apartment,70,105000,0,2,1,0,0,alicante,1,0,0,0
0,0,2,0,0,0,81534758,house,140,138000,0,4,1,0,1,alicante,0,1,0,0
1,1,2,1,1,0,39548240,house,220,180000,0,4,1,0,1,alicante,0,1,0,0
0,0,2,0,0,0,82376538,apartment,150,130000,0,3,1,0,1,alicante,1,0,0,0
1,0,5,1,0,1,29440556,house,380,300000,0,6,1,1,1,alicante,0,1,0,0
1,0,2,1,0,1,1829669,apartment,100,128000,0,2,1,1,1,alicante,1,0,0,0
0,0,2,1,0,0,426577,apartment,94,130000,0,3,0,0,0,alicante,1,0,0,0
1,0,4,1,0,1,38442531,house,1000,690000,0,4,1,1,1,alicante,0,1,0,0
0,0,3,1,0,1,32609684,house,250,280000,0,6,1,0,1,alicante,0,1,0,0
1,1,3,1,0,1,81763249,house,350,340000,0,3,0,1,1,alicante,0,1,0,0
1,1,5,1,0,1,81988350,house,420,299000,0,3,1,1,1,alicante,0,1,0,0
0,1,3,1,0,1,81989504,house,300,230000,0,3,0,1,1,alicante,0,1,0,0
0,1,3,1,0,1,82082783,house,1000,480000,0,3,1,1,1,alicante,0,1,0,0
0,0,1,1,0,0,82055947,apartment,65,99999,1,1,0,0,0,alicante,1,0,0,0
0,0,2,0,0,1,34416829,house,1200,315000,0,3,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,33094041,apartment,87,139000,0,2,1,0,1,alicante,1,0,0,0
0,0,1,0,0,0,31780765,apartment,68,99000,0,1,1,0,0,alicante,1,0,0,0
0,0,3,0,0,0,25586186,house,125,230000,0,6,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,39935316,house,500,126000,0,2,0,0,1,alicante,0,1,0,0
0,0,6,0,0,0,83240097,house,1500,490000,0,6,0,1,0,alicante,0,1,0,0
0,0,2,0,0,0,83414354,apartment,120,120000,0,3,0,0,1,alicante,1,0,0,0
1,0,2,0,0,1,84851726,house,680,230000,0,3,1,1,0,alicante,0,1,0,0
0,0,2,0,0,0,84379613,apartment,127,120000,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,84615132,apartment,100,147000,0,3,1,0,0,alicante,1,0,0,0
0,0,3,0,0,1,84663918,house,1060,375000,0,3,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,84843836,house,97,200000,0,3,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,83825399,apartment,112,117000,0,1,0,0,0,alicante,1,0,0,0
0,0,3,0,0,0,84795803,house,602,210000,0,4,0,0,1,alicante,0,1,0,0
0,0,3,0,0,1,84341463,house,856,399000,0,5,1,1,0,alicante,0,1,0,0
1,0,3,0,0,1,84341401,house,1300,409500,0,3,1,1,0,alicante,0,1,0,0
0,0,2,0,0,0,84921350,house,85,125000,0,2,0,0,0,alicante,0,1,0,0
0,0,1,0,0,0,83825616,apartment,156,174000,0,1,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,83962469,house,150,189000,0,4,0,0,0,alicante,0,1,0,0
0,1,2,0,0,0,84473115,apartment,80,100000,0,2,1,0,0,alicante,1,0,0,0
1,0,2,0,0,1,37851548,house,225,299000,0,5,0,0,1,alicante,0,1,0,0
0,0,2,0,0,0,38121467,apartment,81,94700,0,2,0,0,1,alicante,1,0,0,0
1,0,3,0,0,1,84400133,house,20,190000,0,3,1,1,1,alicante,0,1,0,0
1,0,5,0,0,1,81965253,house,980,750000,0,4,1,1,1,alicante,0,1,0,0
0,0,2,0,0,1,34363939,house,1000,219000,0,3,0,0,1,alicante,0,1,0,0
0,0,3,0,0,1,34364046,house,5000,440000,0,5,0,0,1,alicante,0,1,0,0
0,0,4,0,0,1,34364086,house,700,840000,0,6,0,0,0,alicante,0,1,0,0
1,0,2,0,0,1,34374875,house,200,199000,0,3,0,1,1,alicante,0,1,0,0
1,0,3,0,0,1,34374909,house,1056,450000,0,5,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,34374925,house,90,179000,0,3,0,1,1,alicante,0,1,0,0
0,0,3,1,0,1,34389213,house,200,190000,0,5,0,1,1,alicante,0,1,0,0
0,0,2,0,0,1,34416709,house,275,210000,0,3,0,1,1,alicante,0,1,0,0
1,0,2,0,0,1,34416739,house,630,320000,0,3,0,1,1,alicante,0,1,0,0
1,0,2,0,0,1,34416827,house,350,199000,0,2,0,1,1,alicante,0,1,0,0
0,0,4,0,0,1,34460468,house,963,850000,0,5,0,1,0,alicante,0,1,0,0
0,0,3,0,0,0,34460502,house,1010,393750,0,4,0,1,0,alicante,0,1,0,0
0,0,2,0,0,0,34460537,house,200,267750,0,4,0,0,0,alicante,0,1,0,0
0,0,2,0,0,1,34460554,house,420,415000,0,3,0,1,0,alicante,0,1,0,0
1,0,3,0,0,1,34881177,house,400,325000,0,5,0,0,1,alicante,0,1,0,0
1,0,4,1,0,0,27361512,house,400,250000,0,6,1,1,1,alicante,0,1,0,0
1,0,1,1,0,0,35881520,apartment,94,97000,0,2,0,1,1,alicante,1,0,0,0
0,0,1,0,0,0,36308837,apartment,58,94500,0,2,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,36321391,house,200,239000,0,3,0,0,0,alicante,0,1,0,0
1,0,2,0,0,1,37851561,house,40,153000,0,3,0,0,1,alicante,0,1,0,0
0,0,1,0,0,1,37851562,house,150,210000,0,2,0,0,0,alicante,0,1,0,0
0,0,2,0,0,1,37851563,house,100,231000,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,38378472,house,67,115101,0,2,0,0,0,alicante,0,1,0,0
0,0,3,0,0,1,38725020,house,190,262500,0,5,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,39324730,house,193,230000,0,5,0,0,0,alicante,0,1,0,0
1,0,1,0,0,0,40553340,house,180,139000,0,2,0,1,1,alicante,0,1,0,0
1,0,2,0,0,1,82247132,house,855,235000,0,3,0,1,0,alicante,0,1,0,0
0,0,3,0,0,1,82523687,house,221,208670,0,6,0,0,1,alicante,0,1,0,0
0,1,1,1,0,1,82539660,house,3200,98000,0,2,1,0,1,alicante,0,1,0,0
1,0,2,0,0,1,82632908,house,312,215000,0,3,1,1,1,alicante,0,1,0,0
1,0,2,0,0,1,82655702,house,900,241500,0,3,0,1,1,alicante,0,1,0,0
1,0,3,0,0,1,82695269,house,800,260000,0,3,0,1,0,alicante,0,1,0,0
1,0,2,0,0,0,82695268,apartment,200,165000,0,4,0,0,1,alicante,1,0,0,0
1,0,3,0,0,1,82701447,house,650,325000,0,4,0,1,0,alicante,0,1,0,0
0,0,1,0,0,0,82825415,house,3500,212000,0,2,0,0,0,alicante,0,1,0,0
