air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,garden,house_id,house_type,m2_real,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,city,apartment,house,lux_property,rural_property
1,0,1,0,0,0,84576334,apartment,70,159000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,26828988,apartment,60,262000,0,1,1,1,0,madrid,1,0,0,0
1,0,2,1,0,1,84797514,apartment,86,340000,0,2,1,1,1,madrid,1,0,0,0
1,0,1,0,0,0,84868439,apartment,51,85000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83206021,apartment,90,156086,0,3,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,84906136,apartment,62,147000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83934138,apartment,46,78994,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84635988,apartment,55,142000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83043040,apartment,63,94000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,39500602,apartment,57,117000,0,3,0,0,0,madrid,1,0,0,0
1,1,1,1,0,1,83814539,apartment,52,189000,0,0,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84304028,apartment,83,190000,1,0,1,0,1,madrid,1,0,0,0
1,0,1,1,0,0,84357767,apartment,85,195000,0,2,0,0,1,madrid,1,0,0,0
0,1,1,1,0,0,82950452,apartment,80,140000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,82338531,apartment,42,105000,1,2,0,0,1,madrid,1,0,0,0
0,0,2,1,0,0,83127163,apartment,130,290000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84369522,apartment,75,160000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84825977,apartment,53,92000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,81767431,apartment,42,180000,1,1,0,1,0,madrid,1,0,0,0
1,0,1,0,0,0,81927508,apartment,77,129000,0,4,0,0,1,madrid,1,0,0,0
0,0,1,1,0,1,39243974,apartment,35,158000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,0,0,0,84930510,apartment,52,125000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,38712681,rural_property,70,144500,0,2,0,0,0,madrid,0,0,0,1
0,0,2,1,0,0,40473661,apartment,105,350000,0,4,0,1,0,madrid,1,0,0,0
0,0,2,0,0,0,84243152,apartment,77,155000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,40486414,apartment,78,149999,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83013317,apartment,54,121000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,33129748,apartment,57,118700,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83714190,apartment,72,158100,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84491536,apartment,80,198999,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,1,29436990,apartment,50,170000,0,2,0,0,1,madrid,1,0,0,0
0,0,2,1,0,0,39482431,apartment,103,340000,0,3,1,0,0,madrid,1,0,0,0
1,1,1,1,0,1,82945691,apartment,45,175000,0,1,0,1,0,madrid,1,0,0,0
0,0,1,0,0,1,35194739,apartment,69,169000,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,84178227,house,338,480000,1,4,1,0,1,madrid,0,1,0,0
0,0,1,0,0,0,84866763,apartment,53,92000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,35605300,apartment,100,350000,0,2,1,1,1,madrid,1,0,0,0
0,1,1,0,0,0,84246933,apartment,58,125000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,39388363,apartment,70,265000,0,0,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,36784738,apartment,86,295000,0,2,1,1,0,madrid,1,0,0,0
1,0,2,1,0,1,37457239,apartment,85,310000,1,2,1,1,0,madrid,1,0,0,0
1,0,2,0,0,0,39840170,apartment,120,240000,0,3,0,0,1,madrid,1,0,0,0
1,0,1,1,0,0,82043654,apartment,55,130000,0,1,1,0,0,madrid,1,0,0,0
0,0,1,1,0,1,82397096,apartment,55,199000,0,1,1,1,0,madrid,1,0,0,0
1,0,1,1,0,1,34050750,apartment,100,400000,0,2,1,1,1,madrid,1,0,0,0
0,0,2,1,0,0,83000327,apartment,110,310000,0,4,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,83744276,apartment,150,670000,1,3,0,1,0,madrid,1,0,0,0
0,0,1,0,0,0,83892026,apartment,60,178000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83951250,apartment,53,99900,0,2,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84134521,apartment,120,241000,0,4,0,0,1,madrid,1,0,0,0
0,1,1,0,0,0,84242484,apartment,80,136000,0,3,1,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84430717,apartment,57,110000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84467554,apartment,46,159000,1,1,0,1,0,madrid,1,0,0,0
1,0,3,1,0,1,84483662,house,325,560000,0,4,1,0,1,madrid,0,1,0,0
1,0,1,1,0,0,36579883,apartment,60,158880,0,3,1,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84876889,apartment,40,88900,0,1,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,84321902,apartment,45,126000,1,1,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,82780308,apartment,110,260000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,84757168,apartment,120,229900,0,4,1,0,0,madrid,1,0,0,0
1,1,5,1,0,1,84888969,house,260,690000,0,4,1,0,1,madrid,0,1,0,0
1,0,1,0,0,1,83000281,apartment,110,178000,1,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,1,39959528,apartment,63,200000,0,2,1,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84364771,apartment,70,144999,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84838059,apartment,50,107000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84924763,apartment,60,139000,0,2,0,0,1,madrid,1,0,0,0
1,0,1,1,0,0,84973625,apartment,65,159000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,1758507,apartment,78,279999,0,1,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,1703981,apartment,52,160000,0,1,0,1,0,madrid,1,0,0,0
1,0,2,1,0,1,1951265,apartment,115,330000,0,2,1,1,1,madrid,1,0,0,0
0,0,1,1,0,0,84420681,apartment,80,195000,0,2,0,0,1,madrid,1,0,0,0
1,0,1,1,0,1,27787079,apartment,45,177500,0,1,0,1,0,madrid,1,0,0,0
1,0,1,1,0,1,27916734,apartment,55,170000,0,1,0,1,0,madrid,1,0,0,0
1,0,2,1,0,1,28548780,apartment,158,670000,0,3,0,1,0,madrid,1,0,0,0
0,0,1,0,0,1,36904039,apartment,65,122000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,40394030,apartment,63,239000,1,1,1,0,0,madrid,1,0,0,0
1,0,1,1,0,0,81381612,apartment,62,250000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,81450572,apartment,54,165000,0,1,0,1,0,madrid,1,0,0,0
0,0,5,1,0,1,81900453,house,190,936000,0,6,1,1,0,madrid,0,1,0,0
1,0,2,1,0,1,28696917,apartment,67,185000,0,2,0,1,0,madrid,1,0,0,0
1,0,1,1,0,0,36880739,apartment,55,220000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,1,0,0,82603254,apartment,69,250000,0,2,1,0,1,madrid,1,0,0,0
0,0,1,0,0,0,82647884,house,269,296000,0,5,0,0,0,madrid,0,1,0,0
0,0,2,1,0,0,82741034,apartment,90,165000,1,2,0,0,1,madrid,1,0,0,0
1,1,1,1,0,0,82791151,apartment,80,290000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,1,0,0,82811145,apartment,75,150000,0,2,0,0,0,madrid,1,0,0,0
1,1,1,1,0,0,83245345,apartment,110,260000,0,0,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,27330509,apartment,123,498000,0,3,1,1,0,madrid,1,0,0,0
1,0,1,1,0,0,83690454,apartment,85,160000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,1,83782839,apartment,63,159000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,83828341,apartment,102,283000,1,2,1,1,0,madrid,1,0,0,0
1,0,2,1,0,0,84421139,apartment,106,346000,0,2,1,1,0,madrid,1,0,0,0
1,0,1,1,0,1,26963191,apartment,50,180000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,1,0,0,84141837,apartment,55,97000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84522689,apartment,275,330000,0,1,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84115355,apartment,100,200000,1,1,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84581257,apartment,114,248000,1,3,0,0,1,madrid,1,0,0,0
1,1,1,1,0,1,84196453,apartment,55,165000,0,1,0,1,0,madrid,1,0,0,0
0,0,2,0,0,0,84683229,apartment,101,250000,0,4,0,0,1,madrid,1,0,0,0
1,0,1,1,0,0,84702004,apartment,89,183000,0,3,0,0,1,madrid,1,0,0,0
0,0,2,1,0,1,84791872,apartment,90,325000,0,2,1,1,0,madrid,1,0,0,0
1,1,2,1,0,1,84776280,apartment,120,320000,0,4,0,1,1,madrid,1,0,0,0
0,0,1,0,0,0,84881919,apartment,96,189000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,1,0,0,81360877,apartment,78,199000,0,3,0,0,1,madrid,1,0,0,0
1,1,3,1,0,1,84932947,house,300,739990,0,6,1,0,1,madrid,0,1,0,0
1,0,1,1,0,1,1632642,apartment,46,198000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,1,0,1,1969790,apartment,46,195000,0,1,0,1,0,madrid,1,0,0,0
0,0,3,1,0,1,31954146,house,237,595000,0,5,0,0,1,madrid,0,1,0,0
1,0,2,1,0,1,30333265,apartment,158,670000,0,3,0,1,0,madrid,1,0,0,0
1,1,1,1,0,0,82610173,apartment,86,195000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,82828132,apartment,88,325000,0,2,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,82970223,apartment,67,210000,0,3,0,0,1,madrid,1,0,0,0
1,1,4,1,0,1,83010806,house,1200,990000,0,5,1,1,1,madrid,0,1,0,0
0,0,1,0,0,0,83101941,apartment,65,110000,0,3,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,1643173,apartment,80,272000,1,2,1,1,0,madrid,1,0,0,0
0,0,1,1,0,1,83330945,apartment,71,180000,0,2,0,0,0,madrid,1,0,0,0
0,1,1,0,0,0,83680551,apartment,93,175000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83886055,apartment,81,109000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83928493,apartment,60,145000,0,3,0,0,0,madrid,1,0,0,0
1,1,1,1,0,0,84050158,apartment,82,165000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84029355,apartment,63,119000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,1,0,0,84115637,apartment,63,110000,0,2,0,0,0,madrid,1,0,0,0
0,1,1,1,0,0,84524178,apartment,74,155000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,1,84896651,apartment,120,199500,0,4,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84974598,apartment,55,106000,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,0,84191025,apartment,69,290000,0,1,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84689726,apartment,50,105000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84544717,apartment,57,110000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84799438,apartment,63,150000,0,0,0,0,0,madrid,1,0,0,0
1,1,1,1,0,1,39703471,apartment,52,210000,0,1,0,1,0,madrid,1,0,0,0
0,0,2,1,0,0,81256879,apartment,103,151000,0,5,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,82180676,apartment,80,233000,0,3,1,0,1,madrid,1,0,0,0
1,0,2,1,0,1,82267587,apartment,90,245000,0,2,0,1,0,madrid,1,0,0,0
1,1,1,0,0,0,83304454,apartment,70,170000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,83410800,apartment,81,164235,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,82490317,apartment,56,101170,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,83678575,apartment,46,158900,1,1,0,1,0,madrid,1,0,0,0
1,0,2,1,0,1,81695837,apartment,120,408000,1,3,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84233624,apartment,50,97000,0,2,0,0,1,madrid,1,0,0,0
0,1,1,0,0,0,84413888,apartment,87,162000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84538039,apartment,62,130000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,1,84652553,apartment,65,168000,0,3,0,0,1,madrid,1,0,0,0
0,0,2,1,0,1,31926971,apartment,120,380000,0,4,1,1,1,madrid,1,0,0,0
0,0,1,1,0,0,84707719,apartment,54,150000,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,26851833,apartment,95,315000,0,2,1,1,0,madrid,1,0,0,0
1,0,2,1,0,1,84806467,apartment,120,430000,1,4,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,85023985,apartment,54,85000,0,3,0,0,0,madrid,1,0,0,0
1,0,5,1,0,1,39395670,house,316,780000,0,7,1,1,1,madrid,0,1,0,0
1,0,1,1,0,0,84157589,apartment,85,274000,1,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84382384,apartment,57,107999,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,83792462,apartment,100,329900,0,3,1,1,1,madrid,1,0,0,0
1,0,2,1,0,1,83951041,apartment,120,450000,1,2,1,1,1,madrid,1,0,0,0
1,0,2,1,0,1,84248020,apartment,100,390000,1,3,1,1,0,madrid,1,0,0,0
1,0,4,1,0,1,84869317,house,230,875000,0,3,0,1,0,madrid,0,1,0,0
1,0,2,1,0,1,36948437,apartment,84,315000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,83067177,house,447,890000,0,4,0,0,0,madrid,0,1,0,0
1,0,1,1,0,0,2131129,apartment,70,125000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,83793887,apartment,90,220000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84088850,apartment,100,349000,0,3,1,0,0,madrid,1,0,0,0
1,0,2,1,0,1,84289846,apartment,87,310000,1,2,1,0,0,madrid,1,0,0,0
1,1,1,1,0,1,84350879,apartment,46,149000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,0,0,0,84423215,apartment,55,125000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,31233935,apartment,52,170000,0,1,0,1,0,madrid,1,0,0,0
1,0,4,1,0,1,27624888,house,340,880000,0,7,0,1,1,madrid,0,1,0,0
0,0,4,1,0,1,82529306,house,70,795000,0,6,1,1,1,madrid,0,1,0,0
1,0,1,1,0,1,30341385,apartment,55,145000,0,1,0,1,0,madrid,1,0,0,0
1,0,1,1,0,0,84418317,apartment,60,165000,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,84423900,apartment,137,329900,0,3,1,0,0,madrid,1,0,0,0
0,0,1,1,0,0,84797638,apartment,75,194900,0,3,0,0,1,madrid,1,0,0,0
0,0,2,1,0,0,84741382,apartment,72,205000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84844098,apartment,63,199900,0,2,1,0,0,madrid,1,0,0,0
1,0,2,0,0,0,84858741,apartment,62,169000,1,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84868968,apartment,47,244500,1,1,1,1,0,madrid,1,0,0,0
0,0,1,1,0,0,84533808,apartment,84,174900,0,3,1,0,0,madrid,1,0,0,0
1,0,1,1,0,1,38713976,apartment,49,149990,0,1,0,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84742165,apartment,54,105000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83211135,apartment,90,156085,0,3,0,0,0,madrid,1,0,0,0
1,0,4,1,0,1,36116048,house,510,738000,0,4,1,1,1,madrid,0,1,0,0
0,0,2,1,0,0,81209885,apartment,105,310000,1,3,1,0,1,madrid,1,0,0,0
1,1,4,1,0,1,40188253,house,550,758000,0,4,0,1,1,madrid,0,1,0,0
0,0,1,1,0,0,81537768,apartment,94,159900,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,1,82051823,apartment,123,405000,1,3,0,1,1,madrid,1,0,0,0
1,0,1,0,0,0,82792185,apartment,67,144900,0,3,0,0,0,madrid,1,0,0,0
0,0,4,0,0,1,83014603,house,320,875000,0,4,0,1,0,madrid,0,1,0,0
0,0,4,1,0,1,83744449,house,270,750000,0,5,1,1,1,madrid,0,1,0,0
0,0,2,1,0,1,83744997,apartment,97,373000,0,2,1,1,1,madrid,1,0,0,0
0,0,1,1,0,0,83797926,apartment,103,175000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83821057,apartment,82,149900,0,3,0,0,1,madrid,1,0,0,0
1,0,1,0,0,0,83918149,apartment,30,85000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84059861,apartment,74,199000,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,84100933,apartment,109,330000,0,4,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84241409,apartment,47,115000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84241410,apartment,47,95000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84292560,apartment,88,205000,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,84379516,apartment,114,365000,0,3,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84410316,apartment,64,120000,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,84423891,apartment,121,412000,0,4,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84450657,apartment,60,110000,0,2,0,0,1,madrid,1,0,0,0
1,0,1,1,0,0,84460728,apartment,60,105000,0,2,0,0,0,madrid,1,0,0,0
0,0,1,1,0,0,84523089,apartment,105,198000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84574016,apartment,76,175000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84614318,apartment,88,203000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,83198615,apartment,136,350000,1,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,82310885,apartment,56,101170,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,83955153,apartment,88,310000,1,2,1,1,1,madrid,1,0,0,0
1,0,2,1,0,1,84294550,apartment,70,280000,1,2,1,1,0,madrid,1,0,0,0
1,1,2,1,0,0,84555724,apartment,90,299000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84734035,apartment,60,87999,0,3,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,84966065,apartment,117,175000,0,3,0,0,1,madrid,1,0,0,0
1,0,1,0,0,0,84967528,apartment,52,123900,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84981974,apartment,85,245000,0,3,0,0,1,madrid,1,0,0,0
1,0,1,0,0,0,84982641,apartment,41,115000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84263435,apartment,68,320000,1,1,1,1,1,madrid,1,0,0,0
1,0,3,0,0,1,84551790,apartment,203,710000,0,4,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84609322,apartment,60,127000,0,2,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,84628722,apartment,92,200000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84629407,apartment,68,145000,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,84635741,apartment,130,412000,0,3,1,0,1,madrid,1,0,0,0
1,1,1,1,0,0,84767178,apartment,63,150000,0,3,1,0,0,madrid,1,0,0,0
1,1,1,1,0,1,84830343,apartment,50,195000,0,3,1,0,1,madrid,1,0,0,0
1,0,1,1,0,1,84966785,apartment,65,280000,0,1,1,1,0,madrid,1,0,0,0
1,0,1,0,0,1,1717935,apartment,54,290000,0,1,0,0,0,madrid,1,0,0,0
1,0,2,1,0,0,1904513,apartment,119,247000,1,4,0,0,1,madrid,1,0,0,0
1,0,2,0,0,0,28068754,apartment,92,300000,0,2,0,0,0,madrid,1,0,0,0
1,1,3,1,0,0,35019763,house,257,814000,0,5,1,0,1,madrid,0,1,0,0
0,0,3,1,0,1,36054683,apartment,166,695000,0,3,0,1,1,madrid,1,0,0,0
1,0,1,1,0,1,38657520,apartment,68,225000,0,1,1,1,1,madrid,1,0,0,0
0,1,2,1,0,0,39579362,apartment,138,410000,1,4,1,0,1,madrid,1,0,0,0
1,0,2,1,0,1,38370051,apartment,113,375000,0,3,1,1,0,madrid,1,0,0,0
1,0,5,1,0,1,81790056,house,340,880000,0,7,1,1,1,madrid,0,1,0,0
1,0,1,1,0,0,82161496,apartment,100,334500,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,82328399,apartment,101,350000,1,2,1,0,1,madrid,1,0,0,0
1,0,2,1,0,1,82945500,apartment,95,345000,1,2,1,1,0,madrid,1,0,0,0
1,0,2,1,0,1,83258226,apartment,97,335000,0,2,1,1,0,madrid,1,0,0,0
1,0,3,1,0,1,83282476,apartment,203,710000,0,4,1,1,0,madrid,1,0,0,0
1,0,1,1,0,1,83518650,apartment,71,249000,0,1,1,1,1,madrid,1,0,0,0
1,0,1,1,0,0,83661731,apartment,50,105000,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,83237184,apartment,55,130000,0,2,0,0,1,madrid,1,0,0,0
0,1,2,1,0,1,83860415,apartment,103,195000,0,4,1,0,1,madrid,1,0,0,0
1,0,1,0,0,0,81153654,apartment,61,124000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,39772147,apartment,65,113000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84131794,apartment,50,142000,1,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,84218534,apartment,110,450000,0,3,0,1,1,madrid,1,0,0,0
1,0,1,0,0,0,84332403,apartment,42,189999,0,1,1,0,1,madrid,1,0,0,0
1,0,2,1,0,0,40145503,apartment,147,470000,0,4,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,84371171,apartment,120,380000,1,3,1,1,0,madrid,1,0,0,0
1,0,2,1,0,1,82484897,apartment,125,289000,1,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84411389,apartment,73,267000,1,1,1,1,1,madrid,1,0,0,0
0,0,1,1,0,1,84520659,apartment,98,250000,0,4,0,0,1,madrid,1,0,0,0
1,0,1,1,0,0,84565716,apartment,95,259000,0,0,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,84577086,apartment,101,287000,0,2,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84618422,apartment,54,92000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84690493,apartment,76,149000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84691280,apartment,67,139000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84819633,apartment,54,92000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84863333,house,65,160000,0,2,0,0,1,madrid,0,1,0,0
0,0,1,1,0,0,84907074,apartment,90,239000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,84907221,apartment,105,186000,0,4,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84928539,apartment,66,155000,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,84931994,apartment,110,319000,0,3,0,1,0,madrid,1,0,0,0
0,0,2,1,0,0,40088093,apartment,87,267500,0,3,1,0,0,madrid,1,0,0,0
0,0,2,1,0,0,81173146,apartment,85,255000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83640044,apartment,67,158000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83735556,apartment,60,111050,0,2,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84521682,apartment,91,175000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,40164954,apartment,55,115000,0,2,1,0,0,madrid,1,0,0,0
1,0,1,1,0,1,82826584,apartment,150,270000,0,1,0,1,1,madrid,1,0,0,0
0,0,3,0,0,1,83628123,house,457,699000,0,6,1,0,1,madrid,0,1,0,0
0,0,1,0,0,0,84683028,apartment,64,122000,0,2,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84735006,apartment,70,159900,0,2,1,0,1,madrid,1,0,0,0
1,0,2,1,0,0,84741841,apartment,120,240000,0,3,0,0,1,madrid,1,0,0,0
0,0,1,1,0,0,84862638,apartment,88,165000,0,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84886321,apartment,82,149900,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84890406,apartment,65,130000,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84911887,apartment,42,88557,0,2,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84984388,apartment,55,165000,0,1,1,0,0,madrid,1,0,0,0
1,0,3,0,0,0,30849557,house,132,695000,0,4,1,0,0,madrid,0,1,0,0
0,0,3,1,0,1,37637998,apartment,169,749000,0,4,0,1,0,madrid,1,0,0,0
0,0,4,1,0,1,38456406,house,190,1100000,0,5,1,0,1,madrid,0,1,0,0
0,0,2,1,0,1,39967670,apartment,154,595000,0,3,0,1,1,madrid,1,0,0,0
1,0,1,1,0,0,83461266,apartment,90,235000,0,1,0,0,1,madrid,1,0,0,0
1,0,3,1,0,1,83542030,house,170,540000,0,4,1,1,1,madrid,0,1,0,0
0,0,1,0,0,0,83771455,apartment,85,155000,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,1,84422259,apartment,126,397000,0,3,1,1,0,madrid,1,0,0,0
0,0,1,1,0,0,84444321,apartment,93,206000,0,3,1,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84981371,apartment,74,205000,0,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,85000646,apartment,84,175000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,34050764,apartment,80,210000,1,0,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,83686945,apartment,50,115000,0,0,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84278921,apartment,89,229999,0,1,0,0,0,madrid,1,0,0,0
1,1,4,1,0,1,84361737,house,319,1100000,0,5,0,1,0,madrid,0,1,0,0
0,0,1,0,0,0,84733776,apartment,69,109999,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,1,84645512,apartment,49,212000,0,1,0,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84833565,apartment,65,168000,0,3,0,0,1,madrid,1,0,0,0
1,1,1,1,0,0,84846147,apartment,63,150000,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,84921009,apartment,95,259000,1,0,0,0,1,madrid,1,0,0,0
1,0,2,1,0,1,84927264,apartment,118,295000,0,2,1,0,0,madrid,1,0,0,0
