air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,garden,house_id,house_type,m2_real,reduced_mobility,room_num,storage_room,swimming_pool,terrace,city,apartment,house,lux_property,rural_property
0,0,2,1,0,1,33464641,apartment,90,0,2,0,1,1,valencia,1,0,0,0
0,0,1,0,0,0,82757506,house,110,0,3,0,0,1,sevilla,0,1,0,0
0,0,3,1,0,0,83756531,house,660,0,3,1,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,36681065,apartment,148,0,4,0,0,1,alicante,1,0,0,0
0,0,1,0,0,0,84927783,apartment,52,0,2,0,0,1,girona,1,0,0,0
1,0,4,0,0,0,83759354,apartment,136,0,4,0,0,1,girona,1,0,0,0
1,0,1,0,0,1,84360931,apartment,57,1,1,0,0,0,madrid,1,0,0,0
0,0,3,1,0,1,84928032,house,214,0,3,0,1,1,alicante,0,1,0,0
0,0,1,1,0,1,84289653,apartment,72,0,2,0,0,0,madrid,1,0,0,0
1,1,1,1,0,0,84191663,house,85,0,2,0,0,1,girona,0,1,0,0
0,0,2,1,0,1,84559523,apartment,73,0,2,1,1,1,girona,1,0,0,0
1,0,4,1,0,1,30953720,house,1098,0,4,1,1,1,valencia,0,1,0,0
1,0,1,0,1,1,32433037,rural_property,1000,0,1,1,1,0,sevilla,0,0,0,1
1,0,4,1,0,1,28407473,house,2400,0,5,1,1,1,valencia,0,1,0,0
0,0,3,0,0,0,39925749,house,70,0,6,0,0,0,sevilla,0,1,0,0
0,0,1,1,0,0,84655737,apartment,77,0,2,1,1,0,madrid,1,0,0,0
0,0,2,1,0,0,37392274,apartment,115,0,3,0,1,0,alicante,1,0,0,0
0,0,2,0,0,1,33951038,house,3602,0,3,1,1,1,valencia,0,1,0,0
1,0,1,1,0,0,84120136,apartment,70,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,83708684,apartment,125,0,4,0,0,0,valencia,1,0,0,0
0,0,2,0,0,1,85024119,house,575,0,5,0,0,0,girona,0,1,0,0
1,0,2,1,0,0,28556621,apartment,180,0,4,1,0,1,valencia,1,0,0,0
0,0,2,0,0,0,84505053,apartment,154,0,3,0,0,0,alicante,1,0,0,0
0,1,3,1,0,1,83303225,house,3000,0,5,1,1,1,valencia,0,1,0,0
0,0,1,1,0,1,84646980,apartment,38,0,1,0,0,1,girona,1,0,0,0
1,0,2,1,0,1,25943430,apartment,130,0,4,1,1,1,sevilla,1,0,0,0
0,1,2,1,1,0,34410706,house,180,0,4,1,0,1,alicante,0,1,0,0
0,0,3,1,1,1,40128130,rural_property,150000,0,5,1,1,0,sevilla,0,0,0,1
0,0,1,0,0,0,84923798,apartment,60,0,3,0,0,0,madrid,1,0,0,0
1,0,4,1,0,0,83633397,house,221,0,5,0,0,1,valencia,0,1,0,0
1,0,2,0,0,1,39501726,house,436,0,4,1,0,0,girona,0,1,0,0
0,1,3,1,0,1,82074728,house,50,0,4,1,0,1,girona,0,1,0,0
0,0,2,1,0,0,38673734,house,101,0,3,0,0,1,girona,0,1,0,0
0,0,2,0,0,0,83180625,house,1100,0,3,0,1,0,alicante,0,1,0,0
0,1,1,0,0,0,83132433,apartment,92,0,4,1,0,0,valencia,1,0,0,0
1,1,2,1,0,1,82345424,house,900,0,4,1,1,1,alicante,0,1,0,0
0,0,1,0,0,0,84827456,apartment,83,0,2,0,0,0,madrid,1,0,0,0
0,1,2,0,0,0,39111956,apartment,150,0,4,0,0,0,valencia,1,0,0,0
1,0,3,0,0,0,30849557,house,132,0,4,1,0,0,madrid,0,1,0,0
1,0,2,1,0,1,26038012,apartment,160,0,4,0,0,1,valencia,1,0,0,0
0,0,1,0,0,0,84652202,apartment,40,0,2,0,0,0,girona,1,0,0,0
1,0,2,1,0,1,84867237,apartment,123,1,3,1,1,0,madrid,1,0,0,0
0,0,2,0,0,0,40193094,apartment,128,0,3,0,0,0,alicante,1,0,0,0
0,0,1,1,0,1,1983903,apartment,75,0,2,1,0,1,girona,1,0,0,0
0,0,2,1,0,0,38519296,apartment,80,0,2,0,1,0,girona,1,0,0,0
0,0,2,0,0,1,84886598,apartment,105,0,3,0,1,1,madrid,1,0,0,0
0,0,2,1,0,0,84267851,apartment,120,0,4,0,0,1,valencia,1,0,0,0
1,1,2,1,0,0,40496414,apartment,116,0,4,0,0,0,valencia,1,0,0,0
0,0,1,0,0,0,82813121,apartment,50,0,1,0,1,0,girona,1,0,0,0
0,0,2,0,0,0,82060476,apartment,89,0,3,0,0,0,sevilla,1,0,0,0
0,0,1,0,0,0,83428365,house,56,0,2,0,1,1,girona,0,1,0,0
1,0,2,1,0,1,84729126,apartment,104,0,3,0,1,0,madrid,1,0,0,0
0,0,2,0,0,0,84183599,house,120,0,3,0,0,0,sevilla,0,1,0,0
1,0,1,1,0,1,37500982,house,800,0,3,1,0,1,sevilla,0,1,0,0
0,0,2,0,1,0,81264226,house,130,0,3,1,0,1,sevilla,0,1,0,0
1,0,4,1,0,0,36320339,house,190,0,4,0,1,1,sevilla,0,1,0,0
0,0,2,0,0,0,36922016,apartment,100,0,3,1,0,0,sevilla,1,0,0,0
0,0,4,1,0,1,39263100,house,1950,0,6,1,1,1,sevilla,0,1,0,0
0,0,2,0,0,1,83486752,apartment,103,0,4,0,1,0,madrid,1,0,0,0
0,1,1,1,0,0,84471368,apartment,83,0,3,0,0,0,valencia,1,0,0,0
0,0,1,0,0,0,39363362,house,100,1,2,0,0,0,alicante,0,1,0,0
1,0,1,1,0,0,83253093,apartment,52,0,3,0,0,1,madrid,1,0,0,0
1,0,3,1,0,1,84575002,house,127,0,3,0,0,1,sevilla,0,1,0,0
0,0,1,0,0,0,84952101,house,1001,0,3,1,0,1,valencia,0,1,0,0
0,0,3,0,0,0,82957666,house,178,0,3,1,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,81741271,apartment,152,0,3,0,0,0,alicante,1,0,0,0
1,0,2,1,0,0,84778801,apartment,113,0,2,0,0,0,alicante,1,0,0,0
0,0,3,0,0,1,82523687,house,221,0,6,0,0,1,alicante,0,1,0,0
0,0,2,1,0,0,84572357,apartment,127,0,3,0,0,1,madrid,1,0,0,0
1,1,1,1,0,0,38519747,apartment,67,0,2,0,1,1,girona,1,0,0,0
0,1,1,1,0,0,27261506,apartment,80,0,3,0,0,1,valencia,1,0,0,0
0,0,0,0,0,0,82637750,house,63,0,1,0,0,0,sevilla,0,1,0,0
0,0,6,1,0,0,82669700,house,490,0,5,1,0,1,madrid,0,1,0,0
1,1,2,1,0,0,38841251,apartment,115,1,3,0,0,0,valencia,1,0,0,0
0,0,1,1,0,0,82479350,apartment,56,1,1,0,0,0,madrid,1,0,0,0
1,1,2,1,0,0,82423249,apartment,110,1,3,0,0,0,valencia,1,0,0,0
1,0,3,0,0,0,84579327,house,120,0,3,0,1,0,alicante,0,1,0,0
0,0,1,0,0,1,32534761,apartment,73,0,2,0,0,0,sevilla,1,0,0,0
0,0,2,1,0,1,84796329,apartment,79,0,3,1,1,1,madrid,1,0,0,0
1,0,3,1,0,1,29453954,house,400,0,3,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,33012821,apartment,90,0,3,1,0,0,alicante,1,0,0,0
0,0,1,0,0,0,84230914,house,80,0,2,0,0,0,sevilla,0,1,0,0
0,1,1,0,0,0,84102788,apartment,38,0,1,0,0,0,girona,1,0,0,0
0,0,1,0,0,0,83735809,apartment,65,0,3,0,0,0,madrid,1,0,0,0
1,0,1,1,0,0,85003021,apartment,60,0,1,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,81741260,apartment,154,0,3,0,0,0,alicante,1,0,0,0
1,1,2,1,0,0,84149927,apartment,105,0,3,0,0,1,valencia,1,0,0,0
0,0,1,0,0,0,84789049,apartment,288,0,10,1,0,0,girona,1,0,0,0
0,1,1,0,0,0,39599850,apartment,90,0,3,0,0,0,valencia,1,0,0,0
1,0,2,1,1,0,37904237,house,200,0,3,1,0,1,girona,0,1,0,0
0,0,1,0,0,0,39537005,apartment,120,0,3,0,0,1,valencia,1,0,0,0
0,0,1,0,0,0,81449175,house,51,0,5,0,0,1,alicante,0,1,0,0
0,0,5,0,0,1,37690350,house,4000,0,7,0,1,1,sevilla,0,1,0,0
0,0,1,0,0,0,40316410,apartment,45,0,2,0,1,0,girona,1,0,0,0
0,0,1,0,0,0,2103439,apartment,54,0,2,0,0,1,girona,1,0,0,0
0,0,1,0,0,0,83455626,apartment,84,0,3,0,0,1,madrid,1,0,0,0
0,0,2,1,0,0,84362156,apartment,157,1,4,0,0,0,valencia,1,0,0,0
0,0,1,1,0,0,84973311,apartment,70,0,3,0,0,1,madrid,1,0,0,0
0,0,3,0,0,0,84795788,house,280,0,3,1,0,1,alicante,0,1,0,0
1,1,1,1,0,0,83348235,apartment,60,0,2,0,0,0,sevilla,1,0,0,0
0,0,2,1,0,1,84776251,apartment,128,1,5,1,0,1,madrid,1,0,0,0
1,0,4,1,0,1,34340598,house,1006,0,7,1,1,1,sevilla,0,1,0,0
0,1,3,1,0,1,84234312,house,197,0,4,0,0,1,sevilla,0,1,0,0
1,0,1,1,0,1,38657520,apartment,68,0,1,1,1,1,madrid,1,0,0,0
0,0,1,1,0,1,82011785,house,1900,0,3,1,1,0,alicante,0,1,0,0
0,0,1,0,0,0,28456182,apartment,80,0,3,0,0,0,alicante,1,0,0,0
0,0,2,0,0,1,82788503,apartment,109,0,3,1,1,0,madrid,1,0,0,0
1,0,1,0,0,1,81808351,apartment,49,1,1,1,1,1,girona,1,0,0,0
0,0,1,0,0,1,83573003,apartment,89,0,0,0,1,1,girona,1,0,0,0
0,0,1,1,0,0,30753675,house,120,0,3,0,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,27576852,house,120,0,3,0,0,0,alicante,0,1,0,0
0,0,2,0,0,0,83713311,apartment,102,0,3,0,0,0,sevilla,1,0,0,0
0,0,2,0,0,0,84903328,apartment,141,0,4,0,0,0,alicante,1,0,0,0
1,0,2,1,0,1,82308244,apartment,98,1,3,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,1,82567645,apartment,60,0,2,1,1,0,girona,1,0,0,0
1,0,4,0,0,1,37661228,house,240,0,4,1,0,0,alicante,0,1,0,0
1,0,1,0,0,0,31719333,house,111,0,3,1,0,0,sevilla,0,1,0,0
0,0,1,0,0,0,38470633,apartment,100,0,0,0,0,0,girona,1,0,0,0
0,0,1,0,0,0,84908859,apartment,67,0,3,0,0,0,madrid,1,0,0,0
1,1,1,0,0,0,84943610,apartment,100,0,3,0,0,1,valencia,1,0,0,0
0,0,3,1,0,1,83609734,house,780,0,4,1,1,1,alicante,0,1,0,0
0,1,1,1,0,1,84669231,apartment,73,0,3,0,0,1,madrid,1,0,0,0
0,0,3,0,0,1,941940,house,190,0,5,0,0,0,sevilla,0,1,0,0
0,0,2,0,0,0,82808671,apartment,181,0,2,0,0,1,girona,1,0,0,0
0,0,1,0,0,0,84217778,apartment,75,0,2,0,0,1,girona,1,0,0,0
0,0,3,0,0,1,82543719,house,380,0,3,1,0,1,alicante,0,1,0,0
0,0,1,0,0,0,84336937,apartment,99,0,2,0,0,0,valencia,1,0,0,0
0,0,2,0,0,1,84709813,apartment,80,0,3,0,0,0,madrid,1,0,0,0
0,0,1,0,0,0,37103022,rural_property,950,0,2,0,0,0,alicante,0,0,0,1
0,0,2,0,0,0,37720109,apartment,88,0,2,0,0,0,girona,1,0,0,0
1,0,1,1,0,0,35193227,house,120,0,3,0,0,0,sevilla,0,1,0,0
0,0,2,1,1,0,40530528,house,120,0,3,0,0,0,sevilla,0,1,0,0
0,1,2,1,0,0,85035884,apartment,120,1,3,0,0,0,valencia,1,0,0,0
1,1,3,1,0,0,84783200,apartment,114,1,3,1,0,0,madrid,1,0,0,0
0,0,1,0,0,0,81585916,apartment,63,0,2,0,0,0,girona,1,0,0,0
1,0,3,1,0,1,84202542,house,500,0,5,0,1,1,sevilla,0,1,0,0
0,0,3,0,0,1,84341463,house,856,0,5,1,1,0,alicante,0,1,0,0
0,1,2,0,0,0,83720801,house,90,1,3,0,0,1,valencia,0,1,0,0
1,0,2,0,0,0,84549322,apartment,110,0,3,0,0,1,valencia,1,0,0,0
1,0,4,1,0,1,81249578,house,298,0,4,0,1,1,valencia,0,1,0,0
0,0,1,0,0,0,38662160,apartment,65,0,3,0,0,0,alicante,1,0,0,0
1,0,2,1,0,1,84362552,apartment,112,0,3,1,1,1,madrid,1,0,0,0
0,0,2,0,0,0,82622974,house,4348,0,6,0,1,1,valencia,0,1,0,0
0,0,2,0,0,0,84761081,apartment,105,0,3,1,0,1,girona,1,0,0,0
0,0,1,0,0,0,84995003,apartment,85,0,3,0,0,0,alicante,1,0,0,0
1,0,2,0,0,1,40099804,house,155,0,4,1,1,1,alicante,0,1,0,0
1,1,1,0,0,0,82848103,house,60,0,2,0,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,38089497,house,109,0,3,0,0,0,alicante,0,1,0,0
1,0,1,0,0,1,84774147,apartment,80,0,2,1,1,1,girona,1,0,0,0
0,0,2,0,0,1,84886599,apartment,105,0,3,0,1,1,madrid,1,0,0,0
0,1,1,0,0,0,40263221,house,500,0,4,0,0,0,sevilla,0,1,0,0
0,0,2,0,0,1,83486744,apartment,78,0,2,0,1,0,madrid,1,0,0,0
0,0,1,0,0,0,84574906,apartment,70,0,3,0,0,1,madrid,1,0,0,0
1,0,1,0,0,0,82315637,apartment,71,0,2,0,0,1,valencia,1,0,0,0
0,0,1,0,0,0,40462605,house,86,0,4,1,0,1,valencia,0,1,0,0
1,0,1,1,0,0,38518916,apartment,50,0,2,0,1,0,girona,1,0,0,0
0,0,2,0,0,0,29195165,apartment,90,0,4,1,0,1,alicante,1,0,0,0
1,0,1,0,0,1,83000281,apartment,110,1,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,36556669,apartment,81,0,3,0,0,0,valencia,1,0,0,0
1,0,2,0,0,0,83792941,apartment,140,0,4,0,0,0,alicante,1,0,0,0
0,0,2,0,0,0,81342404,apartment,124,0,3,0,0,0,alicante,1,0,0,0
0,0,1,1,1,0,26482963,house,1500,0,3,1,0,1,sevilla,0,1,0,0
0,0,1,0,0,0,84661209,apartment,84,0,3,0,0,1,madrid,1,0,0,0
1,0,2,1,0,0,39655797,apartment,120,0,3,0,0,1,madrid,1,0,0,0
0,0,2,0,0,1,84392398,house,102,0,3,0,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,81642883,house,440,0,3,0,0,0,valencia,0,1,0,0
0,0,2,0,0,1,84724130,house,1100,0,5,0,0,1,girona,0,1,0,0
0,0,1,0,0,0,36001183,apartment,85,0,2,0,0,0,valencia,1,0,0,0
0,1,1,0,0,0,82397812,apartment,72,0,2,0,0,0,girona,1,0,0,0
1,0,2,0,0,0,84922130,house,1114,0,7,1,0,1,valencia,0,1,0,0
0,0,1,1,0,0,28432574,apartment,50,0,1,1,0,0,girona,1,0,0,0
0,0,1,0,0,0,83943589,apartment,56,0,1,0,0,1,girona,1,0,0,0
1,0,2,0,0,0,84480764,apartment,115,0,2,0,0,1,valencia,1,0,0,0
0,0,2,1,0,0,81247884,apartment,116,0,3,0,1,0,valencia,1,0,0,0
0,0,1,0,0,0,36555237,apartment,96,0,3,0,0,0,valencia,1,0,0,0
0,0,2,0,0,0,84954165,apartment,134,0,4,0,0,0,alicante,1,0,0,0
1,0,2,1,0,0,39055844,apartment,105,0,3,1,1,1,valencia,1,0,0,0
0,0,3,1,0,1,81142347,house,267,0,4,0,1,1,sevilla,0,1,0,0
0,1,1,0,0,0,81791682,house,200,0,3,1,0,0,sevilla,0,1,0,0
0,0,1,0,0,0,81751980,apartment,36,0,1,0,0,0,girona,1,0,0,0
0,0,2,0,0,1,82240119,house,300,0,3,0,0,1,girona,0,1,0,0
0,0,1,1,0,1,84886833,house,427,0,2,0,0,1,girona,0,1,0,0
0,0,2,0,0,0,83643124,apartment,63,1,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,84458442,apartment,85,1,3,0,0,1,sevilla,1,0,0,0
0,0,2,0,0,0,38544124,apartment,109,0,3,0,0,0,alicante,1,0,0,0
0,0,1,0,0,0,82426651,apartment,56,0,2,0,0,0,madrid,1,0,0,0
0,0,0,0,0,0,33897577,house,108,0,2,0,0,0,valencia,0,1,0,0
0,0,1,0,0,0,82843876,apartment,78,0,3,0,0,1,valencia,1,0,0,0
1,1,2,0,0,1,83821974,house,5428,0,3,1,1,1,alicante,0,1,0,0
1,1,12,1,1,1,84701801,lux_property,7800,0,10,1,1,1,alicante,0,0,1,0
0,0,3,1,0,0,38906805,apartment,197,0,4,1,0,1,madrid,1,0,0,0
0,0,0,0,0,0,39479580,rural_property,18000,0,3,0,1,0,alicante,0,0,0,1
0,0,1,1,0,0,83916509,apartment,39,0,0,0,0,0,girona,1,0,0,0
0,0,4,1,0,0,83079103,house,251,0,5,1,0,1,madrid,0,1,0,0
1,0,1,1,0,1,84176810,apartment,87,0,2,0,1,1,girona,1,0,0,0
0,0,1,0,0,0,84662868,apartment,64,0,3,0,0,0,valencia,1,0,0,0
0,0,2,0,0,0,81255616,apartment,110,0,3,0,0,1,valencia,1,0,0,0
0,0,4,1,0,1,83838891,house,400,0,5,1,0,1,madrid,0,1,0,0
1,1,1,0,0,0,84821216,apartment,80,0,2,0,0,0,valencia,1,0,0,0
0,0,2,0,0,0,83713986,apartment,102,0,3,0,0,0,sevilla,1,0,0,0
1,0,2,1,0,1,34438949,house,225,0,3,0,1,1,alicante,0,1,0,0
0,0,2,0,0,0,82561331,house,74,0,2,0,0,0,sevilla,0,1,0,0
1,0,1,0,0,1,83942615,house,2000,0,2,1,1,1,valencia,0,1,0,0
0,0,1,0,0,0,36532016,apartment,81,0,2,0,0,0,sevilla,1,0,0,0
0,0,3,1,0,0,83790039,apartment,248,1,5,1,0,1,madrid,1,0,0,0
0,1,1,0,0,0,81548447,apartment,50,0,2,0,0,0,madrid,1,0,0,0
0,1,2,0,0,0,33950476,apartment,155,0,4,0,0,0,valencia,1,0,0,0
0,0,3,1,0,0,32657984,house,1700,0,5,1,1,0,sevilla,0,1,0,0
0,0,2,0,0,0,83809642,house,110,0,4,1,0,1,valencia,0,1,0,0
0,0,1,0,0,0,36459163,apartment,79,0,3,0,0,0,alicante,1,0,0,0
1,0,3,1,0,0,83313203,house,211,0,5,0,0,1,sevilla,0,1,0,0
1,0,2,1,0,1,84577086,apartment,101,0,2,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,37387664,apartment,117,0,3,0,0,0,valencia,1,0,0,0
1,0,2,1,0,0,84218117,apartment,90,1,2,1,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,83620623,apartment,70,0,3,0,0,0,valencia,1,0,0,0
0,0,2,0,0,0,38139656,apartment,133,0,4,0,0,0,alicante,1,0,0,0
0,0,3,1,0,0,37579381,apartment,90,0,3,0,0,0,madrid,1,0,0,0
0,0,2,1,0,0,84267836,apartment,121,0,4,0,0,1,valencia,1,0,0,0
0,0,1,0,0,0,82417756,apartment,85,0,2,0,0,1,girona,1,0,0,0
1,0,2,1,0,1,1726682,apartment,118,1,3,1,1,0,madrid,1,0,0,0
0,1,1,0,0,0,40063965,apartment,64,1,3,0,0,0,girona,1,0,0,0
0,0,1,0,1,1,82901376,rural_property,20000,0,2,0,0,1,sevilla,0,0,0,1
0,0,1,0,0,0,81947230,apartment,96,0,1,0,0,0,alicante,1,0,0,0
1,1,1,1,0,0,35606548,apartment,72,1,2,0,0,1,valencia,1,0,0,0
1,0,3,1,0,1,84973889,apartment,102,0,4,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,1,81742437,apartment,58,0,1,1,1,0,madrid,1,0,0,0
1,0,2,1,0,0,36330607,apartment,110,0,3,1,1,1,valencia,1,0,0,0
0,0,1,0,1,0,35880590,house,334,0,3,0,1,0,sevilla,0,1,0,0
0,1,1,0,0,0,84519844,apartment,70,0,2,1,0,0,girona,1,0,0,0
0,0,3,1,0,1,33790920,house,682,0,5,0,0,0,valencia,0,1,0,0
0,0,2,0,0,1,37109697,apartment,114,0,3,1,1,0,sevilla,1,0,0,0
0,0,2,0,0,0,30035774,house,121,0,5,0,1,0,alicante,0,1,0,0
0,0,1,0,0,0,29981373,apartment,80,0,3,0,0,1,alicante,1,0,0,0
1,0,2,1,0,0,83891404,apartment,103,1,2,1,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,39311566,apartment,95,0,3,0,0,0,valencia,1,0,0,0
1,0,2,1,0,0,85025310,apartment,92,0,2,0,0,0,madrid,1,0,0,0
1,0,2,1,0,0,84757765,apartment,109,1,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,84747284,rural_property,241,0,3,0,0,0,valencia,0,0,0,1
0,0,2,0,0,0,82754082,apartment,68,0,3,0,0,0,girona,1,0,0,0
1,0,5,1,0,1,31726541,house,1400,0,4,1,1,1,valencia,0,1,0,0
0,0,2,1,0,0,85021973,apartment,120,0,3,0,0,1,girona,1,0,0,0
0,0,1,1,0,0,84441046,apartment,79,0,3,0,0,0,madrid,1,0,0,0
0,0,2,0,0,0,40373151,apartment,604,0,0,0,0,0,girona,1,0,0,0
0,0,2,0,0,1,35213880,house,120,0,4,0,0,1,sevilla,0,1,0,0
0,0,1,0,0,1,33844515,house,26000,0,4,1,1,0,alicante,0,1,0,0
1,0,4,1,0,1,35839730,apartment,240,0,4,1,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,39274842,apartment,102,0,3,0,0,0,valencia,1,0,0,0
1,0,4,1,0,1,82517668,house,900,0,5,1,1,1,valencia,0,1,0,0
1,0,4,1,0,1,34843679,house,360,0,6,1,1,1,sevilla,0,1,0,0
1,1,3,1,0,1,83750345,house,150,0,5,1,1,1,sevilla,0,1,0,0
0,0,2,1,0,0,82843265,apartment,117,0,4,0,0,1,madrid,1,0,0,0
0,1,2,0,0,0,81222076,apartment,230,0,4,1,0,0,girona,1,0,0,0
0,0,1,0,0,0,33142130,apartment,114,0,3,0,0,0,alicante,1,0,0,0
0,0,4,0,0,0,84919960,apartment,469,0,6,1,0,0,madrid,1,0,0,0
0,0,1,0,0,0,84902414,apartment,95,0,3,0,0,1,valencia,1,0,0,0
0,0,4,1,0,1,83593320,house,234,0,4,0,0,0,girona,0,1,0,0
0,0,2,0,0,1,83069149,apartment,104,0,4,1,1,1,madrid,1,0,0,0
1,0,2,1,0,0,83954551,house,110,0,3,0,0,1,sevilla,0,1,0,0
1,0,1,1,0,0,40120452,apartment,110,0,0,0,0,0,madrid,1,0,0,0
0,1,1,0,0,0,84430199,apartment,65,1,2,0,0,1,madrid,1,0,0,0
0,0,2,1,1,0,30912095,house,300,0,4,0,0,0,valencia,0,1,0,0
1,0,1,0,0,0,35137413,rural_property,1500,0,2,0,1,0,sevilla,0,0,0,1
0,0,2,0,0,1,84794850,apartment,97,0,3,0,1,0,madrid,1,0,0,0
1,0,2,1,0,0,35725267,apartment,80,0,2,0,1,1,alicante,1,0,0,0
0,0,2,0,0,1,84032156,apartment,64,1,2,1,1,0,madrid,1,0,0,0
0,0,1,0,0,0,82240159,apartment,55,0,2,0,0,1,girona,1,0,0,0
0,0,2,0,0,0,81476857,apartment,113,0,4,0,0,0,alicante,1,0,0,0
1,1,3,0,0,0,81988151,house,150,0,6,1,0,1,valencia,0,1,0,0
0,0,3,0,0,1,84067725,house,164,0,3,1,0,0,madrid,0,1,0,0
0,1,1,0,0,0,40496391,apartment,40,0,1,0,0,1,girona,1,0,0,0
1,0,2,0,0,1,26463819,house,160,0,3,0,1,1,girona,0,1,0,0
1,0,1,1,0,0,84193015,apartment,44,0,0,0,0,0,madrid,1,0,0,0
1,1,3,1,0,1,82614345,house,195,0,4,1,1,1,sevilla,0,1,0,0
1,1,1,1,0,0,84592946,apartment,96,0,2,1,0,0,valencia,1,0,0,0
0,0,2,1,0,1,83841833,apartment,112,0,2,1,1,1,madrid,1,0,0,0
0,0,2,1,0,0,81641460,apartment,87,0,3,0,0,0,alicante,1,0,0,0
0,0,1,1,0,0,84265467,house,128,0,4,1,0,1,sevilla,0,1,0,0
1,1,1,0,0,0,81561851,apartment,100,0,3,0,0,0,valencia,1,0,0,0
1,0,2,1,0,1,84304196,apartment,126,1,2,1,1,0,madrid,1,0,0,0
1,1,2,1,0,0,84987524,apartment,140,1,3,0,0,0,valencia,1,0,0,0
1,0,1,0,0,0,84830272,apartment,104,0,3,0,0,0,madrid,1,0,0,0
1,0,1,0,0,0,85012239,apartment,45,0,1,0,0,0,madrid,1,0,0,0
1,0,2,1,0,1,85008196,apartment,109,0,3,0,1,1,sevilla,1,0,0,0
0,0,1,0,0,0,38362460,apartment,98,0,2,0,0,1,girona,1,0,0,0
0,1,2,1,0,0,82692462,apartment,109,0,3,0,0,0,valencia,1,0,0,0
0,0,2,0,0,0,28873137,house,143,0,5,1,0,0,sevilla,0,1,0,0
1,0,1,0,0,0,83569832,house,140,0,3,1,0,1,valencia,0,1,0,0
0,0,1,0,0,0,84943555,apartment,96,0,2,0,0,0,valencia,1,0,0,0
0,0,1,0,0,0,25585348,house,500,0,4,0,0,0,sevilla,0,1,0,0
0,1,1,0,0,1,81956093,house,2199,0,3,1,0,1,valencia,0,1,0,0
0,0,1,0,0,0,84778803,apartment,90,0,3,0,0,0,alicante,1,0,0,0
1,0,1,0,0,1,82840287,apartment,67,1,2,1,1,1,girona,1,0,0,0
0,0,3,1,0,0,84202106,apartment,202,1,4,1,0,1,madrid,1,0,0,0
0,0,2,1,0,1,84592828,apartment,78,0,2,0,1,1,girona,1,0,0,0
1,1,1,1,0,1,84292911,apartment,67,1,1,0,1,1,valencia,1,0,0,0
0,0,1,0,0,0,40539709,rural_property,288,0,4,0,0,0,alicante,0,0,0,1
0,0,1,1,0,1,39834220,apartment,88,0,2,0,0,1,girona,1,0,0,0
0,0,1,1,0,0,35541880,house,60,0,2,0,0,1,girona,0,1,0,0
0,1,3,1,0,0,84187444,house,295,0,4,1,0,1,valencia,0,1,0,0
0,0,2,0,0,0,83252224,house,140,0,3,0,0,0,alicante,0,1,0,0
0,0,3,1,0,0,84804455,house,170,0,4,0,0,1,sevilla,0,1,0,0
1,1,2,0,0,0,83590194,apartment,153,0,4,0,0,0,valencia,1,0,0,0
0,1,1,0,1,0,39434176,house,115,0,2,1,0,0,girona,0,1,0,0
0,0,1,0,0,0,81654907,house,55,0,2,0,0,1,valencia,0,1,0,0
0,0,1,1,0,1,84851777,apartment,52,0,1,0,1,1,girona,1,0,0,0
0,0,2,1,0,1,38231192,apartment,65,0,2,0,1,1,girona,1,0,0,0
1,0,3,1,0,1,84524445,house,900,0,6,1,1,0,sevilla,0,1,0,0
0,0,2,0,0,1,40241240,apartment,91,0,3,1,1,1,madrid,1,0,0,0
1,0,2,1,0,1,84722688,apartment,105,1,4,1,0,1,madrid,1,0,0,0
0,0,1,0,0,0,39202711,apartment,94,0,3,0,0,0,valencia,1,0,0,0
0,0,2,1,0,0,82479082,house,250,0,3,0,0,1,valencia,0,1,0,0
1,0,1,1,0,1,33951341,house,980,0,4,0,1,1,valencia,0,1,0,0
1,1,1,1,0,0,84694579,apartment,64,0,2,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,1682351,house,3000,0,1,0,0,0,sevilla,0,1,0,0
0,0,1,0,0,0,35717332,apartment,60,0,2,0,0,0,girona,1,0,0,0
1,0,2,1,0,0,82534720,apartment,100,0,3,0,0,1,madrid,1,0,0,0
0,0,1,0,0,0,82168558,house,260,0,7,0,0,0,alicante,0,1,0,0
0,0,3,0,0,0,82957671,house,221,0,4,1,0,1,sevilla,0,1,0,0
0,0,2,0,0,0,84903442,apartment,110,0,3,1,1,0,alicante,1,0,0,0
1,0,3,1,0,0,84696814,house,116,0,3,0,0,1,sevilla,0,1,0,0
